"","TrialNum","Onset","TrueOns","Cond","Sentence","Resp","RT","correct","subind","runnum","cond_type","rep","corr_first","group_num","group"
"6134",29,368.12,368.13,4,"A wolf was found by a fan.","nonsense",4.96969509125,1,"ldrc2_0_137_second","3","passive_ns",FALSE,1,5,"A2_second"
"6144",30,380.08,380.08,3,"The book was read by a friend.","sense",5.44938707352,1,"ldrc2_0_137_second","3","passive_s",FALSE,1,5,"A2_second"
"6154",31,395.78,395.79,2,"A notebook knocked at a door.","nonsense",4.73133182526,1,"ldrc2_0_137_second","3","active_ns",FALSE,1,5,"A2_second"
"6164",0,0,0.02,1,"A bird dropped the worm.","sense",3.37609100342,1,"ldrc2_0_140_second","1","active_s",FALSE,1,5,"A2_second"
"6174",1,10.16,10.16,2,"The couch sang to the duck.","sense",5.61093592644,0,"ldrc2_0_140_second","1","active_ns",FALSE,0,5,"A2_second"
"6184",2,25.97,25.98,3,"The show was seen by a child.","sense",4.06316709518,1,"ldrc2_0_140_second","1","passive_s",FALSE,1,5,"A2_second"
"6194",3,40.97,40.97,3,"A rug was rolled by the actor.","sense",6.40977597237,1,"ldrc2_0_140_second","1","passive_s",FALSE,1,5,"A2_second"
"6204",4,53.69,53.69,2,"A hen carried the dancer.","nonsense",3.81242394447,1,"ldrc2_0_140_second","1","active_ns",FALSE,1,5,"A2_second"
"6215",5,64.57,64.58,3,"Pizza was cooked by the man.","sense",3.10065603256,1,"ldrc2_0_140_second","1","passive_s",FALSE,1,5,"A2_second"
"6224",6,75.24,75.25,4,"A chair was tasted by a frame.","nonsense",3.52744412422,1,"ldrc2_0_140_second","1","passive_ns",FALSE,1,5,"A2_second"
"6234",7,86.91,86.92,1,"The uncle put sugar in the tea.","sense",4.71953082085,1,"ldrc2_0_140_second","1","active_s",FALSE,1,5,"A2_second"
"6244",8,103.03,103.04,2,"A fence walked to the mother.","nonsense",6.75326514244,1,"ldrc2_0_140_second","1","active_ns",FALSE,1,5,"A2_second"
"6254",9,118.89,118.9,4,"Fire was licked by a banana.","nonsense",4.86077094078,1,"ldrc2_0_140_second","1","passive_ns",FALSE,1,5,"A2_second"
"6264",10,128.92,128.93,1,"A fly entered the house.","sense",2.70167708397,1,"ldrc2_0_140_second","1","active_s",FALSE,1,5,"A2_second"
"6274",11,141.14,141.15,3,"A cat was saved by a king.","sense",5.77155280113,1,"ldrc2_0_140_second","1","passive_s",FALSE,1,5,"A2_second"
"6284",12,151.22,151.22,3,"The shirt was stained by mud.","sense",4.10873103142,1,"ldrc2_0_140_second","1","passive_s",FALSE,1,5,"A2_second"
"6294",13,161.68,161.68,4,"Pasta was waved by a fish.","nonsense",7.1332950592,1,"ldrc2_0_140_second","1","passive_ns",FALSE,1,5,"A2_second"
"6303",14,172.84,172.85,2,"A joke hugged the dragon.","nonsense",2.35301995277,1,"ldrc2_0_140_second","1","active_ns",FALSE,1,5,"A2_second"
"6314",15,183.02,183.03,3,"A phone was used by a doctor.","sense",3.81867384911,1,"ldrc2_0_140_second","1","passive_s",FALSE,1,5,"A2_second"
"6323",16,195.2,195.21,4,"A cup was cut by the pillow.","nonsense",6.36721420288,1,"ldrc2_0_140_second","1","passive_ns",FALSE,1,5,"A2_second"
"6333",17,212.76,212.77,2,"The snake asked for the father.","nonsense",7.24522900581,1,"ldrc2_0_140_second","1","active_ns",FALSE,1,5,"A2_second"
"6344",18,223.41,223.41,1,"A mouse chewed on the cheese.","nonsense",3.66853308678,0,"ldrc2_0_140_second","1","active_s",FALSE,0,5,"A2_second"
"6354",19,237.03,237.04,4,"Pie was raised by the letter.","nonsense",4.89612388611,1,"ldrc2_0_140_second","1","passive_ns",FALSE,1,5,"A2_second"
"6364",20,248.04,248.05,1,"The banker counted the money.","sense",5.37987613678,1,"ldrc2_0_140_second","1","active_s",FALSE,1,5,"A2_second"
"6374",21,258.46,258.46,3,"The lamp was bought by the sister.","sense",4.28416395187,1,"ldrc2_0_140_second","1","passive_s",FALSE,1,5,"A2_second"
"6384",22,274.9,274.91,1,"The boy cleared off the table.","sense",2.63611292839,1,"ldrc2_0_140_second","1","active_s",FALSE,1,5,"A2_second"
"6394",23,289.51,289.52,4,"Bread was scratched by a tray.","nonsense",5.20446109772,1,"ldrc2_0_140_second","1","passive_ns",FALSE,1,5,"A2_second"
"6404",24,303.52,303.53,2,"The ear dressed a student.","nonsense",6.60829901695,1,"ldrc2_0_140_second","1","active_ns",FALSE,1,5,"A2_second"
"6416",25,319.75,319.76,1,"The queen planted a flower.","sense",3.30390501022,1,"ldrc2_0_140_second","1","active_s",FALSE,1,5,"A2_second"
"6424",26,329.89,329.9,1,"A tiger scared the zebra.","sense",4.7402408123,1,"ldrc2_0_140_second","1","active_s",FALSE,1,5,"A2_second"
"6434",27,343.4,343.4,4,"A rope was sold by the frog.","sense",4.88629603386,2,"ldrc2_0_140_second","1","passive_ns",FALSE,0,5,"A2_second"
"6454",28,353.98,353.99,2,"The iron borrowed a teacher.","nonsense",7.03339099884,1,"ldrc2_0_140_second","1","active_ns",FALSE,1,5,"A2_second"
"6464",29,370.82,370.83,3,"Soup was served by a woman.","nonsense",5.42779898643,0,"ldrc2_0_140_second","1","passive_s",FALSE,0,5,"A2_second"
"6474",30,382.44,382.45,4,"The girl was told by a fork.","nonsense",4.05577206612,1,"ldrc2_0_140_second","1","passive_ns",FALSE,1,5,"A2_second"
"6484",31,392.48,392.49,2,"A basement won the family.","nonsense",5.8396320343,1,"ldrc2_0_140_second","1","active_ns",FALSE,1,5,"A2_second"
"6494",0,0,0.03,4,"The soup was caught by a ring.",NA,NA,4,"ldrc2_0_140_second","2","passive_ns",FALSE,0,5,"A2_second"
"6504",1,10.89,10.91,2,"A goat graded the mirror.","nonsense",2.8364470005,1,"ldrc2_0_140_second","2","active_ns",FALSE,1,5,"A2_second"
"6515",2,21.08,21.09,3,"The movie was played by dad.","sense",4.35991120338,1,"ldrc2_0_140_second","2","passive_s",FALSE,1,5,"A2_second"
"6524",3,36.88,36.88,2,"The barn barked at the driver.","nonsense",6.61237311363,1,"ldrc2_0_140_second","2","active_ns",FALSE,1,5,"A2_second"
"6534",4,50.82,50.83,1,"A clown let go of a balloon.","sense",3.97363615036,1,"ldrc2_0_140_second","2","active_s",FALSE,1,5,"A2_second"
"6544",5,61.13,61.14,4,"The boy was owned by a lamp.","nonsense",3.27919578552,1,"ldrc2_0_140_second","2","passive_ns",FALSE,1,5,"A2_second"
"6553",6,75.94,75.95,3,"The test was read by a teacher.","sense",6.45049500465,1,"ldrc2_0_140_second","2","passive_s",FALSE,1,5,"A2_second"
"6563",7,87.72,87.73,3,"Seed was pecked by a hen.","sense",4.8965010643,1,"ldrc2_0_140_second","2","passive_s",FALSE,1,5,"A2_second"
"6574",8,99.72,99.73,4,"A table was planted by a kid.","nonsense",3.43366599083,1,"ldrc2_0_140_second","2","passive_ns",FALSE,1,5,"A2_second"
"6584",9,111.38,111.39,4,"A king was chewed by a tree.","nonsense",5.55469799042,1,"ldrc2_0_140_second","2","passive_ns",FALSE,1,5,"A2_second"
"6594",10,122.22,122.22,1,"A girl kicked the ball.","sense",3.7315299511,1,"ldrc2_0_140_second","2","active_s",FALSE,1,5,"A2_second"
"6604",11,134.13,134.14,2,"The woman scared the paper.","nonsense",3.97224712372,1,"ldrc2_0_140_second","2","active_ns",FALSE,1,5,"A2_second"
"6614",12,146.54,146.55,2,"The flag roared at a flower.","nonsense",6.37566900253,1,"ldrc2_0_140_second","2","active_ns",FALSE,1,5,"A2_second"
"6624",13,158.49,158.49,3,"A home was entered by the men.","sense",4.48782300949,1,"ldrc2_0_140_second","2","passive_s",FALSE,1,5,"A2_second"
"6634",14,169.83,169.85,1,"The actress watched a show.",NA,NA,4,"ldrc2_0_140_second","2","active_s",FALSE,0,5,"A2_second"
"6644",15,179.98,179.99,1,"A cousin wanted a pillow.","sense",4.70122814178,1,"ldrc2_0_140_second","2","active_s",FALSE,1,5,"A2_second"
"6654",16,190.27,190.28,2,"The banana lost the worm.","nonsense",6.19125699997,1,"ldrc2_0_140_second","2","active_ns",FALSE,1,5,"A2_second"
"6664",17,200.64,200.65,3,"The car was chased by a dog.","sense",4.32833504677,1,"ldrc2_0_140_second","2","passive_s",FALSE,1,5,"A2_second"
"6674",18,215.75,215.77,1,"The mother carried a cake.","sense",4.6200261116,1,"ldrc2_0_140_second","2","active_s",FALSE,1,5,"A2_second"
"6684",19,225.84,225.85,3,"A rope was pulled by the man.","sense",4.85017299652,1,"ldrc2_0_140_second","2","passive_s",FALSE,1,5,"A2_second"
"6694",20,235.87,235.88,1,"A raccoon scratched at the box.","sense",5.46142983437,1,"ldrc2_0_140_second","2","active_s",FALSE,1,5,"A2_second"
"6704",21,247.77,247.78,2,"The sock listened to the pig.","nonsense",6.08633804321,1,"ldrc2_0_140_second","2","active_ns",FALSE,1,5,"A2_second"
"6714",22,257.97,257.98,3,"The fish was eaten by a bear.",NA,NA,4,"ldrc2_0_140_second","2","passive_s",FALSE,0,5,"A2_second"
"6724",23,268.09,268.1,3,"A song was sung by the cowboy.","sense",5.10106015205,1,"ldrc2_0_140_second","2","passive_s",FALSE,1,5,"A2_second"
"6733",24,280.16,280.17,1,"The baker rolled the dough.","sense",3.61506581306,1,"ldrc2_0_140_second","2","active_s",FALSE,1,5,"A2_second"
"6744",25,296.87,296.87,4,"The door was eaten by a pot.","nonsense",3.20521998405,1,"ldrc2_0_140_second","2","passive_ns",FALSE,1,5,"A2_second"
"6754",26,312.85,312.85,2,"A boat raced in the library.","nonsense",4.29502797127,1,"ldrc2_0_140_second","2","active_ns",FALSE,1,5,"A2_second"
"6764",27,330.61,330.61,4,"Pizza was used by a book.","nonsense",5.32508587837,1,"ldrc2_0_140_second","2","passive_ns",FALSE,1,5,"A2_second"
"6774",28,343.48,343.48,1,"A father cooked the eggs.","sense",3.65243911743,1,"ldrc2_0_140_second","2","active_s",FALSE,1,5,"A2_second"
"6782",29,360.32,360.33,4,"A horse was peeled by salt.","nonsense",5.73407387733,1,"ldrc2_0_140_second","2","passive_ns",FALSE,1,5,"A2_second"
"6794",30,370.6,370.6,2,"The key opened the carrot.","nonsense",2.77270698547,1,"ldrc2_0_140_second","2","active_ns",FALSE,1,5,"A2_second"
"6803",31,381.02,381.02,4,"A chicken was asked by a bell.","nonsense",3.96645712852,1,"ldrc2_0_140_second","2","passive_ns",FALSE,1,5,"A2_second"
"6816",0,0,0.02,2,"A pillow scratched the fish.","nonsense",2.19171905518,1,"ldrc2_0_140_second","3","active_ns",FALSE,1,5,"A2_second"
"6824",1,10.72,10.73,3,"A broom was sold by a farmer.","sense",3.59516096115,1,"ldrc2_0_140_second","3","passive_s",FALSE,1,5,"A2_second"
"6834",2,21.39,21.4,4,"The dragon was won by clay.","nonsense",6.38303017616,1,"ldrc2_0_140_second","3","passive_ns",FALSE,1,5,"A2_second"
"6843",3,38.56,38.56,1,"The monkey climbed a tree.","sense",2.54672503471,1,"ldrc2_0_140_second","3","active_s",FALSE,1,5,"A2_second"
"6854",4,54.45,54.46,4,"A man was scored by wind.","nonsense",5.52057719231,1,"ldrc2_0_140_second","3","passive_ns",FALSE,1,5,"A2_second"
"6864",5,64.83,64.85,1,"The rabbit jumped in the grass.","sense",4.59510302544,1,"ldrc2_0_140_second","3","active_s",FALSE,1,5,"A2_second"
"6874",6,80.32,80.33,4,"A flower was milked by a bear.","nonsense",5.58155322075,1,"ldrc2_0_140_second","3","passive_ns",FALSE,1,5,"A2_second"
"6883",7,90.96,90.96,2,"A chicken shopped at a movie.","nonsense",5.40152812004,1,"ldrc2_0_140_second","3","active_ns",FALSE,1,5,"A2_second"
"6894",8,106.1,106.11,2,"The apple watched a king.","nonsense",3.69384384155,1,"ldrc2_0_140_second","3","active_ns",FALSE,1,5,"A2_second"
"6904",9,116.71,116.72,1,"The actor pulled on a rope.","sense",4.46062111855,1,"ldrc2_0_140_second","3","active_s",FALSE,1,5,"A2_second"
"6912",10,131.58,131.59,1,"A cowgirl caught a snake.","sense",4.0660340786,1,"ldrc2_0_140_second","3","active_s",FALSE,1,5,"A2_second"
"6923",11,143.41,143.41,4,"The bug was cooked by a key.","nonsense",4.8845410347,1,"ldrc2_0_140_second","3","passive_ns",FALSE,1,5,"A2_second"
"6934",12,154.13,154.14,4,"Seed was raised by the rug.","nonsense",3.84788608551,1,"ldrc2_0_140_second","3","passive_ns",FALSE,1,5,"A2_second"
"6943",13,164.48,164.48,3,"A box was cut by the worker.","sense",5.73940300941,1,"ldrc2_0_140_second","3","passive_s",FALSE,1,5,"A2_second"
"6953",14,182.42,182.42,1,"The doctor used the phone.","sense",2.5284371376,1,"ldrc2_0_140_second","3","active_s",FALSE,1,5,"A2_second"
"6963",15,193.7,193.7,2,"A piano planted a brother.","nonsense",7.4546148777,1,"ldrc2_0_140_second","3","active_ns",FALSE,1,5,"A2_second"
"6973",16,206.11,206.11,4,"The pig was hugged by a joke.","nonsense",6.09261393547,1,"ldrc2_0_140_second","3","passive_ns",FALSE,1,5,"A2_second"
"6984",17,223.68,223.68,3,"A cake was baked by mom.","sense",6.30678915977,1,"ldrc2_0_140_second","3","passive_s",FALSE,1,5,"A2_second"
"6993",18,234.74,234.74,3,"The egg was laid by the duck.","sense",5.88007307053,1,"ldrc2_0_140_second","3","passive_s",FALSE,1,5,"A2_second"
"7004",19,250.08,250.08,2,"A present picked the raccoon.","nonsense",6.98554611206,1,"ldrc2_0_140_second","3","active_ns",FALSE,1,5,"A2_second"
"7014",20,260.45,260.46,3,"A dime was found by the kid.","sense",3.47270393372,1,"ldrc2_0_140_second","3","passive_s",FALSE,1,5,"A2_second"
"7024",21,270.85,270.86,1,"The dog chased the car.","sense",3.50364899635,1,"ldrc2_0_140_second","3","active_s",FALSE,1,5,"A2_second"
"7034",22,280.9,280.91,3,"The bib was worn by a baby.","nonsense",5.53689312935,0,"ldrc2_0_140_second","3","passive_s",FALSE,0,5,"A2_second"
"7043",23,293.63,293.64,2,"The bucket told a horse.","nonsense",3.07628202438,1,"ldrc2_0_140_second","3","active_ns",FALSE,1,5,"A2_second"
"7054",24,304.11,304.12,4,"A couch was saved by a plum.","nonsense",4.25048089027,1,"ldrc2_0_140_second","3","passive_ns",FALSE,1,5,"A2_second"
"7063",25,314.89,314.9,1,"A teacher graded a paper.","sense",3.59178900719,1,"ldrc2_0_140_second","3","active_s",FALSE,1,5,"A2_second"
"7073",26,325.02,325.03,3,"The ball was kicked by a girl.","sense",3.14185094833,1,"ldrc2_0_140_second","3","passive_s",FALSE,1,5,"A2_second"
"7083",27,339.56,339.57,2,"The chalk wanted a child.","nonsense",7.05643010139,1,"ldrc2_0_140_second","3","active_ns",FALSE,1,5,"A2_second"
"7094",28,350.98,350.99,1,"A turtle crawled to the water.","sense",7.05664396286,1,"ldrc2_0_140_second","3","active_s",FALSE,1,5,"A2_second"
"7105",29,368.12,368.13,4,"A hand was built by the ant.","nonsense",4.63467311859,1,"ldrc2_0_140_second","3","passive_ns",FALSE,1,5,"A2_second"
"7115",30,380.08,380.09,3,"Cheese was chewed by a rat.",NA,NA,4,"ldrc2_0_140_second","3","passive_s",FALSE,0,5,"A2_second"
"7124",31,395.78,395.79,2,"The bread heard a camel.","nonsense",4.19215989113,1,"ldrc2_0_140_second","3","active_ns",FALSE,1,5,"A2_second"
"7134",0,0,0.02,2,"A pillow scratched the fish.","nonsense",5.61398291588,1,"ldrc2_0_143_second","1","active_ns",FALSE,1,5,"A2_second"
"7143",1,10.72,10.73,3,"A broom was sold by a farmer.","nonsense",7.45567703247,0,"ldrc2_0_143_second","1","passive_s",FALSE,0,5,"A2_second"
"7154",2,21.39,21.4,4,"The dragon was won by clay.","nonsense",3.06381106377,1,"ldrc2_0_143_second","1","passive_ns",FALSE,1,5,"A2_second"
"7163",3,38.56,38.56,1,"The monkey climbed a tree.","sense",3.67808413506,1,"ldrc2_0_143_second","1","active_s",FALSE,1,5,"A2_second"
"7174",4,54.45,54.46,4,"A man was scored by wind.","nonsense",6.00345802307,1,"ldrc2_0_143_second","1","passive_ns",FALSE,1,5,"A2_second"
"7184",5,64.83,64.84,1,"The rabbit jumped in the grass.","sense",4.19377589226,1,"ldrc2_0_143_second","1","active_s",FALSE,1,5,"A2_second"
"7192",6,80.32,80.33,4,"A flower was milked by a bear.",NA,NA,4,"ldrc2_0_143_second","1","passive_ns",FALSE,0,5,"A2_second"
"7204",7,90.96,90.97,2,"A chicken shopped at a movie.","nonsense",3.40010404587,1,"ldrc2_0_143_second","1","active_ns",FALSE,1,5,"A2_second"
"7212",8,106.1,106.1,2,"The apple watched a king.","nonsense",3.008934021,1,"ldrc2_0_143_second","1","active_ns",FALSE,1,5,"A2_second"
"7224",9,116.71,116.72,1,"The actor pulled on a rope.","nonsense",6.74568080902,0,"ldrc2_0_143_second","1","active_s",FALSE,0,5,"A2_second"
"7232",10,131.58,131.59,1,"A cowgirl caught a snake.","sense",3.914509058,1,"ldrc2_0_143_second","1","active_s",FALSE,1,5,"A2_second"
"7244",11,143.41,143.42,4,"The bug was cooked by a key.","nonsense",4.2763440609,1,"ldrc2_0_143_second","1","passive_ns",FALSE,1,5,"A2_second"
"7254",12,154.13,154.14,4,"Seed was raised by the rug.","nonsense",4.28970003128,1,"ldrc2_0_143_second","1","passive_ns",FALSE,1,5,"A2_second"
"7264",13,164.48,164.48,3,"A box was cut by the worker.","sense",4.8809299469,1,"ldrc2_0_143_second","1","passive_s",FALSE,1,5,"A2_second"
"7273",14,182.42,182.42,1,"The doctor used the phone.","sense",3.46090388298,1,"ldrc2_0_143_second","1","active_s",FALSE,1,5,"A2_second"
"7283",15,193.7,193.71,2,"A piano planted a brother.","nonsense",3.87588691711,1,"ldrc2_0_143_second","1","active_ns",FALSE,1,5,"A2_second"
"7292",16,206.11,206.12,4,"The pig was hugged by a joke.","nonsense",4.95192503929,1,"ldrc2_0_143_second","1","passive_ns",FALSE,1,5,"A2_second"
"7302",17,223.68,223.68,3,"A cake was baked by mom.","sense",4.53033590317,1,"ldrc2_0_143_second","1","passive_s",FALSE,1,5,"A2_second"
"7313",18,234.74,234.74,3,"The egg was laid by the duck.","sense",4.43949604034,1,"ldrc2_0_143_second","1","passive_s",FALSE,1,5,"A2_second"
"7323",19,250.08,250.08,2,"A present picked the raccoon.","nonsense",2.53039693832,1,"ldrc2_0_143_second","1","active_ns",FALSE,1,5,"A2_second"
"7333",20,260.45,260.46,3,"A dime was found by the kid.","sense",3.81262803078,1,"ldrc2_0_143_second","1","passive_s",FALSE,1,5,"A2_second"
"7342",21,270.85,270.86,1,"The dog chased the car.","nonsense",5.89914298058,0,"ldrc2_0_143_second","1","active_s",FALSE,0,5,"A2_second"
"7352",22,280.9,280.91,3,"The bib was worn by a baby.","nonsense",5.08474898338,0,"ldrc2_0_143_second","1","passive_s",FALSE,0,5,"A2_second"
"7362",23,293.63,293.63,2,"The bucket told a horse.","nonsense",3.46978783607,1,"ldrc2_0_143_second","1","active_ns",FALSE,1,5,"A2_second"
"7373",24,304.11,304.12,4,"A couch was saved by a plum.","sense",3.19706106186,2,"ldrc2_0_143_second","1","passive_ns",FALSE,0,5,"A2_second"
"7392",25,314.89,314.9,1,"A teacher graded a paper.","sense",3.26354408264,1,"ldrc2_0_143_second","1","active_s",FALSE,1,5,"A2_second"
"7403",26,325.02,325.03,3,"The ball was kicked by a girl.","sense",5.73291802406,1,"ldrc2_0_143_second","1","passive_s",FALSE,1,5,"A2_second"
"7414",27,339.56,339.57,2,"The chalk wanted a child.","nonsense",6.52910399437,1,"ldrc2_0_143_second","1","active_ns",FALSE,1,5,"A2_second"
"7423",28,350.98,350.99,1,"A turtle crawled to the water.","sense",3.35929489136,1,"ldrc2_0_143_second","1","active_s",FALSE,1,5,"A2_second"
"7432",29,368.12,368.13,4,"A hand was built by the ant.","nonsense",5.1771979332,1,"ldrc2_0_143_second","1","passive_ns",FALSE,1,5,"A2_second"
"7442",30,380.08,380.09,3,"Cheese was chewed by a rat.","sense",4.18510389328,1,"ldrc2_0_143_second","1","passive_s",FALSE,1,5,"A2_second"
"7451",31,395.78,395.78,2,"The bread heard a camel.","nonsense",5.08475708961,1,"ldrc2_0_143_second","1","active_ns",FALSE,1,5,"A2_second"
"7463",0,0,0.03,4,"The soup was caught by a ring.","nonsense",4.0288310051,1,"ldrc2_0_143_second","2","passive_ns",FALSE,1,5,"A2_second"
"7473",1,10.89,10.9,2,"A goat graded the mirror.","nonsense",4.08306598663,1,"ldrc2_0_143_second","2","active_ns",FALSE,1,5,"A2_second"
"7483",2,21.08,21.09,3,"The movie was played by dad.","sense",4.36515212059,1,"ldrc2_0_143_second","2","passive_s",FALSE,1,5,"A2_second"
"7494",3,36.88,36.89,2,"The barn barked at the driver.","nonsense",5.25537395477,1,"ldrc2_0_143_second","2","active_ns",FALSE,1,5,"A2_second"
"7502",4,50.82,50.82,1,"A clown let go of a balloon.","sense",4.23985481262,1,"ldrc2_0_143_second","2","active_s",FALSE,1,5,"A2_second"
"7513",5,61.13,61.14,4,"The boy was owned by a lamp.","nonsense",5.34387421608,1,"ldrc2_0_143_second","2","passive_ns",FALSE,1,5,"A2_second"
"7523",6,75.94,75.95,3,"The test was read by a teacher.","nonsense",3.78629517555,2,"ldrc2_0_143_second","2","passive_s",FALSE,0,5,"A2_second"
"7542",7,87.72,87.73,3,"Seed was pecked by a hen.","sense",5.01384592056,1,"ldrc2_0_143_second","2","passive_s",FALSE,1,5,"A2_second"
"7552",8,99.72,99.73,4,"A table was planted by a kid.","nonsense",4.31490182877,1,"ldrc2_0_143_second","2","passive_ns",FALSE,1,5,"A2_second"
"7564",9,111.38,111.39,4,"A king was chewed by a tree.","nonsense",5.40825891495,1,"ldrc2_0_143_second","2","passive_ns",FALSE,1,5,"A2_second"
"7574",10,122.22,122.24,1,"A girl kicked the ball.","sense",2.19177699089,1,"ldrc2_0_143_second","2","active_s",FALSE,1,5,"A2_second"
"7582",11,134.13,134.14,2,"The woman scared the paper.","nonsense",3.81560707092,1,"ldrc2_0_143_second","2","active_ns",FALSE,1,5,"A2_second"
"7592",12,146.54,146.55,2,"The flag roared at a flower.","nonsense",4.86502504349,1,"ldrc2_0_143_second","2","active_ns",FALSE,1,5,"A2_second"
"7604",13,158.49,158.51,3,"A home was entered by the men.","nonsense",7.51514410973,0,"ldrc2_0_143_second","2","passive_s",FALSE,0,5,"A2_second"
"7614",14,169.83,169.84,1,"The actress watched a show.",NA,NA,4,"ldrc2_0_143_second","2","active_s",FALSE,0,5,"A2_second"
"7623",15,179.98,179.99,1,"A cousin wanted a pillow.","sense",4.58024001122,1,"ldrc2_0_143_second","2","active_s",FALSE,1,5,"A2_second"
"7633",16,190.27,190.28,2,"The banana lost the worm.","nonsense",3.25786113739,1,"ldrc2_0_143_second","2","active_ns",FALSE,1,5,"A2_second"
"7643",17,200.64,200.65,3,"The car was chased by a dog.","nonsense",4.80665397644,0,"ldrc2_0_143_second","2","passive_s",FALSE,0,5,"A2_second"
"7652",18,215.75,215.75,1,"The mother carried a cake.","sense",5.10100102425,1,"ldrc2_0_143_second","2","active_s",FALSE,1,5,"A2_second"
"7664",19,225.84,225.85,3,"A rope was pulled by the man.","sense",4.37433409691,1,"ldrc2_0_143_second","2","passive_s",FALSE,1,5,"A2_second"
"7673",20,235.87,235.88,1,"A raccoon scratched at the box.","nonsense",4.71071100235,0,"ldrc2_0_143_second","2","active_s",FALSE,0,5,"A2_second"
"7683",21,247.77,247.78,2,"The sock listened to the pig.","nonsense",7.66467905045,1,"ldrc2_0_143_second","2","active_ns",FALSE,1,5,"A2_second"
"7694",22,257.97,257.99,3,"The fish was eaten by a bear.","nonsense",2.67371892929,2,"ldrc2_0_143_second","2","passive_s",FALSE,0,5,"A2_second"
"7714",23,268.09,268.1,3,"A song was sung by the cowboy.","sense",4.79832577705,1,"ldrc2_0_143_second","2","passive_s",FALSE,1,5,"A2_second"
"7723",24,280.16,280.17,1,"The baker rolled the dough.","sense",5.58726191521,1,"ldrc2_0_143_second","2","active_s",FALSE,1,5,"A2_second"
"7733",25,296.87,296.87,4,"The door was eaten by a pot.","nonsense",6.58011388779,1,"ldrc2_0_143_second","2","passive_ns",FALSE,1,5,"A2_second"
"7743",26,312.85,312.86,2,"A boat raced in the library.",NA,NA,4,"ldrc2_0_143_second","2","active_ns",FALSE,0,5,"A2_second"
"7754",27,330.61,330.61,4,"Pizza was used by a book.","nonsense",4.21581220627,1,"ldrc2_0_143_second","2","passive_ns",FALSE,1,5,"A2_second"
"7764",28,343.48,343.5,1,"A father cooked the eggs.","sense",3.01194000244,1,"ldrc2_0_143_second","2","active_s",FALSE,1,5,"A2_second"
"7773",29,360.32,360.33,4,"A horse was peeled by salt.","nonsense",3.88361001015,1,"ldrc2_0_143_second","2","passive_ns",FALSE,1,5,"A2_second"
"7783",30,370.6,370.6,2,"The key opened the carrot.","nonsense",4.29977488518,1,"ldrc2_0_143_second","2","active_ns",FALSE,1,5,"A2_second"
"7794",31,381.02,381.03,4,"A chicken was asked by a bell.","nonsense",4.54092216492,1,"ldrc2_0_143_second","2","passive_ns",FALSE,1,5,"A2_second"
"7803",0,0,0.02,1,"A bird dropped the worm.","sense",3.44709277153,1,"ldrc2_0_143_second","3","active_s",FALSE,1,5,"A2_second"
"7813",1,10.16,10.16,2,"The couch sang to the duck.","nonsense",5.00377106667,1,"ldrc2_0_143_second","3","active_ns",FALSE,1,5,"A2_second"
"7823",2,25.97,25.98,3,"The show was seen by a child.","sense",4.37959885597,1,"ldrc2_0_143_second","3","passive_s",FALSE,1,5,"A2_second"
"7834",3,40.97,40.98,3,"A rug was rolled by the actor.","sense",4.09457278252,1,"ldrc2_0_143_second","3","passive_s",FALSE,1,5,"A2_second"
"7844",4,53.69,53.69,2,"A hen carried the dancer.","nonsense",4.12152194977,1,"ldrc2_0_143_second","3","active_ns",FALSE,1,5,"A2_second"
"7853",5,64.57,64.58,3,"Pizza was cooked by the man.","nonsense",6.11691498756,0,"ldrc2_0_143_second","3","passive_s",FALSE,0,5,"A2_second"
"7864",6,75.24,75.26,4,"A chair was tasted by a frame.","nonsense",4.85838985443,1,"ldrc2_0_143_second","3","passive_ns",FALSE,1,5,"A2_second"
"7873",7,86.91,86.92,1,"The uncle put sugar in the tea.","sense",4.3648211956,1,"ldrc2_0_143_second","3","active_s",FALSE,1,5,"A2_second"
"7882",8,103.03,103.04,2,"A fence walked to the mother.","nonsense",7.80029916763,1,"ldrc2_0_143_second","3","active_ns",FALSE,1,5,"A2_second"
"7892",9,118.89,118.91,4,"Fire was licked by a banana.","nonsense",5.97738099098,1,"ldrc2_0_143_second","3","passive_ns",FALSE,1,5,"A2_second"
"7903",10,128.92,128.93,1,"A fly entered the house.","sense",3.19664001465,1,"ldrc2_0_143_second","3","active_s",FALSE,1,5,"A2_second"
"7915",11,141.14,141.15,3,"A cat was saved by a king.","sense",4.28992080688,1,"ldrc2_0_143_second","3","passive_s",FALSE,1,5,"A2_second"
"7923",12,151.22,151.22,3,"The shirt was stained by mud.","nonsense",8.13520789146,0,"ldrc2_0_143_second","3","passive_s",FALSE,0,5,"A2_second"
"7933",13,161.68,161.7,4,"Pasta was waved by a fish.","nonsense",5.7236969471,1,"ldrc2_0_143_second","3","passive_ns",FALSE,1,5,"A2_second"
"7943",14,172.84,172.86,2,"A joke hugged the dragon.","nonsense",5.72616291046,1,"ldrc2_0_143_second","3","active_ns",FALSE,1,5,"A2_second"
"7953",15,183.02,183.02,3,"A phone was used by a doctor.","sense",2.46335411072,1,"ldrc2_0_143_second","3","passive_s",FALSE,1,5,"A2_second"
"7963",16,195.2,195.21,4,"A cup was cut by the pillow.","nonsense",4.39373493195,1,"ldrc2_0_143_second","3","passive_ns",FALSE,1,5,"A2_second"
